"排名","代號","名稱","股價日期","成交","市值(億)","產業別","相關產業","漲跌幅","振幅(%)","成交額(百萬)","02/02成交量(張)","02/02成交量週轉率(%)"
"2176",="4807","日成-KY","02/02","17.9","6.87","貿易百貨業","貿易百貨","-1.38","4.41","0.11","6","0.02"
"2177",="3191","雲嘉南","02/02","15.75","6.87","電子零組件業","被動元件","+1.29","0","0.02","1","0"
"2178",="00943","兆豐電子高息等權","02/02","14.69","6.81","國內成分股ETF","國內成分股ETF","-1.34","1.41","6.13","416","0.9"
"2179",="3629","地心引力","02/02","20.5","6.76","文化創意業","軟體業–遊戲軟體","0","0","0","0","0"
"2180","00890B","凱基ESGBBB債15+","02/02","32.98","6.68","債券ETF","債券ETF","+1.23","0.58","12.5","378","1.87"
"2181",="8409","商之器","02/02","20.75","6.64","生技醫療業","生技醫療","-0.24","0","0.06","3","0.01"
"2182",="00911","兆豐洲際半導體","02/02","36.74","6.58","國外成分股ETF","國外成分股ETF","-3.87","2.38","20.1","545","3.04"
"2183",="9912","偉聯","02/02","11.9","6.45","電腦及週邊設備業","電腦及週邊設備","0","1.68","0.37","31","0.06"
"2184",="6228","全譜","02/02","24.7","6.42","電腦及週邊設備業","3C周邊產品,3C周邊產品–掃描器,生物科技","+0.61","0.41","0.05","2","0.01"
"2185",="8024","佑華","02/02","14.2","6.41","半導體業","半導體–IC設計","+9.23","6.54","3.54","250","0.55"
"2186",="6884","海柏特","02/02","34.8","6.4","資訊服務業","興資訊服務","-5.43","4.62","2.48","70","0.38"
"2187",="7782","光速火箭","02/02","27.45","6.37","居家生活","興居家生活","+1.29","1.85","0.38","14","0.06"
"2188",="00709","富邦歐洲","02/02","38.5","6.34","國外成分股ETF","國外成分股ETF","-0.47","0.47","3.12","81","0.49"
"2189",="5276","達輝-KY","02/02","15.9","6.28","其他業","其他","-3.05","8.84","0.33","21","0.05"
"2190",="3064","泰偉","02/02","48.05","6.25","文化創意業","文化創意","-0.21","0","0.05","1","0.01"
"2191",="1813","寶利徠","02/02","13.3","6.2","生技醫療業","醫療器材–隱形眼鏡","-0.75","1.12","0.07","5","0.01"
"2192",="00668","國泰美國道瓊","02/02","56.05","6.18","國外成分股ETF","國外成分股ETF","+0.09","0.45","13.2","235","2.13"
"2193",="1781","合世","02/02","12.95","6.14","生技醫療業","醫療器材–血壓計","0","6.95","2.58","195","0.41"
"2194",="2941","米斯特","02/02","39.6","6.09","居家生活","櫃居家生活","-3.41","2.93","0.52","13","0.08"
"2195","00980B","台新特選IG債10+","02/02","9.66","6.09","債券ETF","債券ETF","+1.36","0.94","12.4","1,284","2.04"
"2196",="00928","中信上櫃ESG30","02/02","21.48","6.09","國內成分股ETF","國內成分股ETF","-2.01","1.41","27.6","1,288","4.54"
"2197",="8923","時報","02/02","20","6.08","文化創意業","文化創意","0","0","0","0","0"
"2198",="00962","台新AI優息動能","02/02","11.07","6.02","國內成分股ETF","國內成分股ETF","-1.69","2.4","15.8","1,428","2.62"
"2199",="8066","來思達","02/02","20.2","5.99","居家生活","貿易百貨","-1.46","0.49","0.14","7","0.02"
"2200",="6241","易通展","02/02","12.25","5.97","通信網路業","通信網路–無線網路,通信網路–網路設備","+0.41","2.05","0.38","31","0.06"
"2201",="7584","樂意","02/02","35.95","5.92","文化創意業","軟體業–遊戲軟體","-1.78","5.87","2.33","65","0.39"
"2202","00741B","富邦全球非投等債","02/02","37.84","5.91","債券ETF","債券ETF","+0.77","0.77","4.84","128","0.82"
"2203","00859B","群益0-1年美債","02/02","41.37","5.8","債券ETF","債券ETF","+0.85","0.44","122","2,943","21"
"2204",="7716","昱臺國際","02/02","25.5","5.74","航運業","航運–倉儲物流","+2","3","0.15","6","0.03"
"2205","00674R","期元大S&P黃金反1","02/02","5.38","5.74","槓桿及反向型期貨ETF","槓桿及反向型期貨ETF","+10.7","4.12","131","24,649","23.1"
"2206",="1213","大飲","02/02","10.1","5.72","食品工業","飲料類–飲料生產","0","2.97","0.09","9","0.02"
"2207",="3268","海德威","02/02","16.35","5.68","半導體業","半導體–IC設計","-1.51","4.82","1.56","96","0.28"
"2208",="2740","天蔥","02/02","40.6","5.66","觀光餐旅","觀光","+0.37","7.66","1.31","33","0.24"
"2209","00782B","國泰A級公用債","02/02","31.19","5.6","債券ETF","債券ETF","+1.23","0.78","5.26","169","0.94"
"2210",="5701","劍湖山","02/02","3.9","5.58","觀光餐旅","觀光","-1.27","4.3","0.61","153","0.11"
"2211",="4413","飛寶企業","02/02","17.8","5.57","紡織纖維","紡織纖維","-1.11","1.67","0.04","2","0.01"
"2212",="00875","國泰網路資安","02/02","37.06","5.55","國外成分股ETF","國外成分股ETF","-1.23","1.15","12.9","347","2.32"
"2213",="00908","富邦入息REITs+","02/02","14.17","5.51","固定收益ETF","固定收益ETF","-0.07","0.21","5.25","370","0.95"
"2214",="4406","新昕纖","02/02","10.6","5.5","紡織纖維","紡織纖維","-0.93","5.14","0.49","47","0.09"
"2215",="2911","麗嬰房","02/02","5.19","5.46","貿易百貨業","貿易百貨","+1.57","4.7","0.16","31","0.03"
"2216",="910322","康師傅-DR","02/02","23.9","5.38","存託憑證","食品生產–食品加工,食品生產–速食麵,食品生產–麵包、糕餅、零食","+0.84","3.38","1.16","49","0.22"
"2217",="8455","大拓-KY","02/02","20.8","5.25","其他電子業","其他電子","-1.19","1.9","0.06","3","0.01"
"2218",="00714","群益道瓊美國地產","02/02","20.37","5.21","固定收益ETF","固定收益ETF","+0.59","1.19","8.31","408","1.6"
"2219",="6246","臺龍","02/02","13.6","5.15","光電業","光電","-0.37","2.2","0.98","73","0.19"
"2220",="009809","富邦淨零ESG50","02/02","11.57","5.13","國內成分股ETF","國內成分股ETF","-1.78","1.19","12.2","1,057","2.38"
"2221",="6512","啟發電","02/02","20.05","5.06","其他電子業","其他電子","-2.43","1.7","0.46","23","0.09"
"2222",="009810","保德信全球藍籌","02/02","18.81","4.92","國外成分股ETF","國外成分股ETF","+0.21","0.91","8","424","1.62"
"2223","00787B","元大10年IG醫療債","02/02","33.2","4.92","債券ETF","債券ETF","+1.19","0.76","14.5","439","2.97"
"2224",="2321","東訊","02/02","16.05","4.86","通信網路業","通信網路–網路設備","-0.62","2.48","0.06","4","0.01"
"2225",="3672","康聯訊","02/02","11.9","4.85","通信網路業","通信網路–光通訊,通信網路–網路設備","0","1.26","0.12","10","0.02"
"2226",="6225","天瀚","02/02","17.35","4.82","光電業","光電","-4.67","3.02","0.2","11","0.04"
"2227",="6103","合邦","02/02","34.85","4.74","半導體業","半導體–IC設計","0","0","0","0","0"
"2228",="00657","國泰日經225","02/02","62.45","4.74","國外成分股ETF","國外成分股ETF","-1.03","2.3","19.9","316","4.17"
"2229",="006201","元大富櫃50","02/02","28.7","4.72","國內成分股ETF","國內成分股ETF","-3.14","1.69","5.12","178","1.08"
"2230","1312A","國喬特","02/02","22.95","4.59","塑膠工業","塑膠工業","0","0","0","0","0"
"2231","8349A","恒耀甲特","02/02","45.7","4.57","鋼鐵工業","鋼鐵工業","-0.33","0.22","0.46","10","0.1"
"2232",="6259","百徽","02/02","17","4.55","電子零組件業","電子零組件","-0.87","0.58","0.75","44","0.16"
"2233",="4154","樂威科-KY","02/02","13","4.55","其他業","生技醫療","-6.81","3.94","0.34","26","0.07"
"2234",="2067","嘉鋼","02/02","10.05","4.54","電機機械","電機機械","-0.5","1.09","0.47","47","0.1"
"2235",="2726","雅茗-KY","02/02","11.85","4.49","觀光餐旅","觀光","+2.16","3.02","0.53","45","0.12"
"2236",="6661","威健生技","02/02","18.9","4.4","生技醫療業","生物科技","-0.79","0","0.26","14","0.06"
"2237",="6169","昱泉","02/02","18.55","4.34","文化創意業","文化創意","-2.11","1.85","0.63","34","0.15"
"2238",="00899","FT潔淨能源","02/02","22.65","4.33","國外成分股ETF","國外成分股ETF","-1.52","1.3","6.68","295","1.54"
"2239",="912000","晨訊科-DR","02/02","2.72","4.33","存託憑證","手機相關","0","1.1","0.9","333","0.21"
"2240",="4804","大略-KY","02/02","6.45","4.29","觀光餐旅","觀光","-0.31","0","0.01","1","0"
"2241","00734B","台新JPM新興債","02/02","15.72","4.24","債券ETF","債券ETF","0","0","1.6","102","0.38"
"2242",="6240","松崗","02/02","18.45","4.22","資訊服務業","軟體業–系統整合","-1.34","0","0.02","1","0"
"2243",="4924","欣厚-KY","02/02","11.3","4.2","電腦及週邊設備業","電腦及週邊設備","-0.88","2.63","0.16","14","0.04"
"2244","00982T","平衡兆豐台美動能","02/02","10.84","4.18","多資產ETF","多資產ETF","-1.81","1.99","48.6","4,503","11.7"
"2245",="00972","野村日本動能高息","02/02","19.1","4.14","國外成分股ETF","國外成分股ETF","+0.26","1.31","4.24","221","1.02"
"2246",="00964","中信亞太高股息","02/02","12.72","4.09","國外成分股ETF","國外成分股ETF","-2.45","2.76","34.1","2,658","8.27"
"2247",="020041","兆豐半導體氣候N","02/02","10.14","4.06","ETN","國內成分ETN","0","0","0","0","0"
"2248",="5205","中茂","02/02","28.85","3.89","綠能環保","航運–倉儲物流,航運–陸上貨運,航運–陸運","-3.83","10.5","0.14","5","0.04"
"2249",="4183","福永生技","02/02","16.15","3.84","生技醫療業","醫療器材–血糖機","0","0.93","0.08","5","0.02"
"2250",="3632","研勤","02/02","9.32","3.81","通信網路業","通信網路–網路設備","-0.85","2.13","0.36","39","0.1"
"2251","00842B","台新美元銀行債","02/02","31.7","3.73","債券ETF","債券ETF","+0.67","0.73","3.96","125","1.06"
"2252",="00956","中信日經高股息","02/02","11.95","3.72","國外成分股ETF","國外成分股ETF","-0.5","1.83","6.58","548","1.76"
"2253",="00851","台新全球AI","02/02","57","3.72","國外成分股ETF","國外成分股ETF","-3.72","1.69","2.3","40","0.61"
"2254","00983B","大華優利美公債20","02/02","16.2","3.67","債券ETF","債券ETF","+1.44","1.06","18.1","1,122","4.95"
"2255",="3067","全域","02/02","18.05","3.61","其他電子業","消費性電子產品","+2.56","3.41","0.07","4","0.02"
"2256",="6616","特昇-KY","02/02","10.05","3.57","居家生活","其他","+1.72","2.53","0.34","34","0.1"
"2257",="00913","兆豐台灣晶圓製造","02/02","29.45","3.47","國內成分股ETF","國內成分股ETF","-2.39","2.06","18.6","633","5.38"
"2258","00982B","FT投資級債20+","02/02","10.07","3.41","債券ETF","債券ETF","+1.21","0.7","4.31","429","1.27"
"2259","00641R","富邦日本反1","02/02","4.4","3.36","槓桿及反向型ETF","槓桿及反向型ETF","+0.69","2.52","11.5","2,624","3.44"
"2260",="00660","元大歐洲50","02/02","43.13","3.25","國外成分股ETF","國外成分股ETF","-0.53","0.21","0.99","23","0.31"
"2261",="0057","富邦摩台","02/02","210.95","3.22","國內成分股ETF","國內成分股ETF","-1.97","0.51","1.26","6","0.39"
"2262",="3095","及成","02/02","30","3","通信網路業","手機相關","-0.17","2.66","0.21","7","0.07"
"2263",="00678","群益那斯達克生技","02/02","35.15","2.97","國外成分股ETF","國外成分股ETF","-1.1","1.15","12.1","343","4.06"
"2264",="00783","富邦中証500","02/02","28.03","2.95","國外成分股ETF","國外成分股ETF","-2.1","2.1","10.8","380","3.61"
"2265","00986B","FT金融債10+","02/02","10.2","2.88","債券ETF","債券ETF","+1.09","0.59","16.8","1,654","5.85"
"2266","00758B","復華能源債","02/02","52.15","2.88","債券ETF","債券ETF","+0.97","0","5.22","100","1.81"
"2267",="4529","淳紳","02/02","3.33","2.82","其他業","其他","-2.06","5","0.12","36","0.04"
"2268",="8067","志旭","02/02","13.55","2.8","電子通路業","資訊通路","-2.87","2.87","0.08","6","0.03"
"2269","00856B","永豐1-3年美公債","02/02","37.73","2.75","債券ETF","債券ETF","+0.88","0.19","0.19","5","0.07"
"2270",="00920","富邦ESG綠色電力","02/02","20.19","2.68","國外成分股ETF","國外成分股ETF","-1.32","1.03","31.1","1,539","11.6"
"2271","00683L","期元大美元指正2","02/02","20.29","2.62","槓桿及反向型期貨ETF","槓桿及反向型期貨ETF","+0.69","1.19","8.66","426","3.29"
"2272",="3288","點晶","02/02","16.15","2.58","電子零組件業","半導體–IC設計","-0.31","0","0.05","3","0.02"
"2273",="4609","唐鋒","02/02","5.32","2.55","居家生活","電器電纜","-7.96","1.04","0.11","20","0.04"
"2274",="009807","台新標普科技精選","02/02","12.84","2.54","國外成分股ETF","國外成分股ETF","-2.13","1.07","1.26","98","0.5"
"2275",="00771","元大US高息特別股","02/02","16.53","2.52","國外成分股ETF","國外成分股ETF","+2.54","2.61","8.8","538","3.53"
"2276",="5348","正能量智能","02/02","16.95","2.5","運動休閒","通信網路–無線網路,通信網路–網路設備","-1.74","6.38","0.15","9","0.06"
"2277","00781B","國泰A級科技債","02/02","29.41","2.45","債券ETF","債券ETF","+0.79","0.34","3.38","115","1.38"
"2278","00847B","中信美國市政債","02/02","26.27","2.44","債券ETF","債券ETF","+0.96","0.92","5.64","215","2.31"
"2279","00852L","國泰美國道瓊正2","02/02","30.86","2.43","槓桿及反向型ETF","槓桿及反向型ETF","-0.93","1.8","33.9","1,094","13.9"
"2280",="00703","台新MSCI中國","02/02","21.92","2.42","國外成分股ETF","國外成分股ETF","-2.23","1.38","1.1","50","0.45"
"2281",="006204","永豐臺灣加權","02/02","159.9","2.4","國內成分股ETF","國內成分股ETF","-2.68","0.82","2.39","15","1"
"2282",="009806","台新標普500","02/02","12.09","2.38","國外成分股ETF","國外成分股ETF","-0.17","0.74","2.76","228","1.16"
"2283","00686R","群益臺灣加權反1","02/02","1.49","2.19","槓桿及反向型ETF","槓桿及反向型ETF","+2.05","1.37","16.2","10,883","7.41"
"2284","00638R","元大滬深300反1","02/02","7.07","2.05","槓桿及反向型ETF","槓桿及反向型ETF","+2.02","1.88","2.87","410","1.42"
"2285",="910861","神州-DR","02/02","6.05","2.04","存託憑證","軟體業–系統整合","+10","10.9","2.55","421","1.25"
"2286",="00736","國泰新興市場","02/02","28.9","1.94","國外成分股ETF","國外成分股ETF","-1.63","1.74","3.21","111","1.65"
"2287","00707R","期元大S&P日圓反1","02/02","30.96","1.81","槓桿及反向型期貨ETF","槓桿及反向型期貨ETF","+0.98","0.2","0.06","2","0.03"
"2288",="911868","同方友友-DR","02/02","1.29","1.81","存託憑證","LED","-0.77","1.54","0.29","225","0.16"
"2289","00883B","中信ESG投資級債","02/02","31.26","1.8","債券ETF","債券ETF","+1.13","0.55","6.62","212","3.68"
"2290","00651R","復華香港反1","02/02","5.11","1.8","槓桿及反向型ETF","槓桿及反向型ETF","+2.82","2.82","7.43","1,469","4.17"
"2291",="9110","越南控-DR","02/02","3.1","1.69","存託憑證","存託憑證","-1.27","1.27","0.08","26","0.05"
"2292",="00886","永豐美國科技","02/02","36.49","1.62","國外成分股ETF","國外成分股ETF","-1.62","0.3","0.4","11","0.25"
"2293","00860B","群益1-5Y投資級債","02/02","38.67","1.61","債券ETF","債券ETF","+0.89","0.63","5.68","147","3.52"
"2294","00684R","期元大美元指反1","02/02","15.69","1.6","槓桿及反向型期貨ETF","槓桿及反向型期貨ETF","-1.01","0.88","3.1","197","1.93"
"2295","00681R","元大美債20反1","02/02","20.87","1.58","槓桿及反向型ETF","槓桿及反向型ETF","-0.38","0.19","0.27","13","0.17"
"2296",="00702","國泰標普低波高息","02/02","23.66","1.58","國外成分股ETF","國外成分股ETF","+1.85","0.13","3.26","138","2.06"
"2297","00634R","富邦上証反1","02/02","3.28","1.55","槓桿及反向型ETF","槓桿及反向型ETF","+1.23","2.47","1.88","574","1.21"
"2298","00682U","期元大美元指數","02/02","19.99","1.53","期貨ETF","期貨ETF","+0.76","0.25","0.38","19","0.25"
"2299","00689R","國泰20年美債反1","02/02","21.72","1.5","槓桿及反向型ETF","槓桿及反向型ETF","-0.28","0.23","3.31","152","2.21"
"2300","00793B","群益AAA-A醫療債","02/02","31.42","1.42","債券ETF","債券ETF","+1.32","0.19","3.64","116","2.56"
"2301",="911622","泰聚亨-DR","02/02","4.67","1.4","存託憑證","存託憑證","+9.88","0.24","4.64","994","3.31"
"2302","00654R","富邦印度反1","02/02","6.63","1.36","槓桿及反向型ETF","槓桿及反向型ETF","+2.63","0.77","1.04","157","0.77"
"2303","00666R","富邦恒生國企反1","02/02","8.77","1.33","槓桿及反向型ETF","槓桿及反向型ETF","+4.03","3.8","4.23","489","3.23"
"2304","00656R","國泰中國A50反1","02/02","6.25","1.27","槓桿及反向型ETF","槓桿及反向型ETF","+1.79","1.14","2.99","483","2.37"
"2305",="911608","明輝-DR","02/02","2.8","0.96","存託憑證","存託憑證","-2.44","4.18","0.1","37","0.11"
"2306","00687C","國泰20年美債+櫃U","02/02","9.39","0.19","債券ETF","債券ETF","+0.54","0.43","0.25","26","1.31"
"2307","00625K","富邦上証+R","02/02","9.13","0.03","國外成分股ETF","國外成分股ETF","0","0","0","0","0"
"2308","00636K","國泰中國A50+U","02/02","8.47","0.01","國外成分股ETF","國外成分股ETF","-0.82","0","0","0","0.32"
"2309","00643K","群益深証中小+R","02/02","3.9","0","國外成分股ETF","國外成分股ETF","0","0","0","0","0"
"2310","00657K","國泰日經225+U","02/02","19.85","0","國外成分股ETF","國外成分股ETF","-1.24","0","0","0","6.9"
