"排名","代號","名稱","股價日期","成交","市值(億)","產業別","相關產業","漲跌幅","振幅(%)","成交額(百萬)","02/02成交量(張)","02/02成交量週轉率(%)"
"1019",="3169","亞信","02/02","95","60","半導體業","半導體–IC設計","-0.84","2.51","12.7","135","0.21"
"1020",="6281","全國電","02/02","60.4","59.9","電子通路業","資訊通路","-1.63","1.63","6.24","103","0.1"
"1021",="2417","圓剛","02/02","37.9","59.6","電腦及週邊設備業","3C周邊產品","-3.56","2.67","27.5","724","0.46"
"1022","00959B","大華投等美債15Y+","02/02","9.64","59.6","債券ETF","債券ETF","+1.37","0.95","67.8","7,060","1.14"
"1023",="3501","維熹","02/02","50.3","59.5","電子零組件業","電子零組件","-1.76","1.95","13.6","271","0.23"
"1024","00715L","期街口布蘭特正2","02/02","23.19","59.4","槓桿及反向型期貨ETF","槓桿及反向型期貨ETF","-6.72","4.1","541","22,790","8.9"
"1025",="1584","精剛","02/02","25.55","59.4","其他業","其他","+3.02","6.45","104","4,089","1.76"
"1026",="5512","力麒","02/02","7.75","59.4","建材營造業","建材營造","-2.15","1.64","11.7","1,500","0.2"
"1027",="5471","松翰","02/02","35.3","59.3","半導體業","半導體–IC設計","-3.42","2.46","21.9","615","0.37"
"1028",="6934","心誠鎂","02/02","164.5","59.2","生技醫療業","興生技","+243","91.7","180","1,211","3.37"
"1029",="6762","達亞","02/02","168","59.1","生技醫療業","櫃生技","0","0","0","0","0"
"1030",="8924","大田","02/02","70.5","59.1","運動休閒","其他","-1.12","1.4","4.58","65","0.08"
"1031",="6492","生華科","02/02","65.5","58.9","生技醫療業","醫藥產業","+9.9","6.71","175","2,729","3.04"
"1032",="4126","太醫","02/02","81.1","58.9","生技醫療業","醫療器材–醫療耗材","-0.61","0.49","2.92","36","0.05"
"1033",="1734","杏輝","02/02","30.85","58.7","生技醫療業","生物科技,醫藥產業","-0.64","1.29","8.2","267","0.14"
"1034",="8083","瑞穎","02/02","167","58.7","電機機械","電機機械","-3.75","4.61","25.6","152","0.43"
"1035",="4912","聯德控股-KY","02/02","87.3","58.6","電子零組件業","電子零組件","-2.13","3.48","39.3","451","0.67"
"1036",="5312","寶島科","02/02","97.3","58.4","生技醫療業","生技醫療","-0.92","1.63","4.57","47","0.08"
"1037",="4533","協易機","02/02","36.85","58.4","電機機械","電機機械","+0.14","8.42","460","12,397","7.82"
"1038",="00701","國泰股利精選30","02/02","28.57","58.3","國內成分股ETF","國內成分股ETF","-0.8","1.28","33.3","1,167","0.57"
"1039",="4549","桓達","02/02","102","58.1","電機機械","電機機械","-5.12","3.26","17.9","174","0.31"
"1040",="6026","福邦證","02/02","14.65","58","證券業","金融","-2.66","2.66","41.5","2,833","0.72"
"1041",="2514","龍邦","02/02","14.7","58","其他業","其他","-1.67","2.34","7.27","493","0.12"
"1042",="2426","鼎元","02/02","19.3","58","光電業","通信網路–光通訊,LED","-0.77","9","70.9","3,676","1.22"
"1043",="4572","駐龍","02/02","144","57.6","電機機械","電機機械","-0.69","2.41","7.41","52","0.13"
"1044",="3548","兆利","02/02","85","57.6","電子零組件業","電子零組件","-4.49","2.92","44.4","520","0.77"
"1045",="00733","富邦臺灣中小","02/02","49.16","57.5","國內成分股ETF","國內成分股ETF","-3.13","3.05","130","2,636","2.25"
"1046",="3213","茂訊","02/02","97.5","57.2","電腦及週邊設備業","電腦系統–筆記型電腦","-1.22","2.33","37.9","390","0.66"
"1047",="4760","勤凱","02/02","177","57","其他電子業","被動元件","-1.12","6.42","190","1,103","3.42"
"1048",="2497","怡利電","02/02","48.15","56.9","汽車工業","汽車","-4.27","2.98","23.4","485","0.41"
"1049",="8044","網家","02/02","27.6","56.8","數位雲端","航運–倉儲物流","-2.13","2.66","16.4","592","0.29"
"1050",="7791","皇家可口","02/02","70.1","56.1","食品工業","興食品","-1.54","1.54","8.18","116","0.14"
"1051",="1256","鮮活果汁-KY","02/02","156.5","56","食品工業","飲料類–飲料生產","-0.32","2.87","5.98","38","0.11"
"1052",="1565","精華","02/02","111","56","生技醫療業","醫療器材–隱形眼鏡","-1.77","2.65","17.5","157","0.31"
"1053",="6794","向榮生技","02/02","88","55.9","生技醫療業","醫藥產業","-0.56","2.03","3.6","41","0.06"
"1054",="2008","高興昌","02/02","29.3","55.9","鋼鐵工業","鋼鐵","-2.66","3.32","0.24","8","0"
"1055",="8121","越峰","02/02","26.25","55.9","電子零組件業","被動元件","-6.08","5.9","21.1","793","0.37"
"1056",="6933","AMAX-KY","02/02","131.5","55.7","電腦及週邊設備業","電腦系統–伺服器","-4.01","2.55","13.2","100","0.24"
"1057",="6875","國邑*","02/02","43.1","55.7","生技醫療業","醫藥產業","-3.15","6.52","13.2","307","0.24"
"1058",="1810","和成","02/02","18.35","55.5","玻璃陶瓷","玻璃陶瓷","-0.81","2.43","18.2","997","0.33"
"1059",="1786","科妍","02/02","76.5","55.2","生技醫療業","生物科技","-2.55","1.4","14.9","194","0.27"
"1060",="4908","前鼎","02/02","70.5","55.1","通信網路業","通信網路–光通訊,通信網路–網路設備","-2.22","2.36","16.4","233","0.3"
"1061",="2405","輔信","02/02","16.05","55.1","電腦及週邊設備業","電腦及週邊設備","-1.53","1.84","23.8","1,482","0.43"
"1062",="6596","寬宏藝術","02/02","144.5","54.9","文化創意業","文化創意","+3.58","3.58","220","1,522","4.01"
"1063",="1524","耿鼎","02/02","33.2","54.9","汽車工業","汽車","-2.21","2.65","55.5","1,662","1.01"
"1064",="8931","大汽電","02/02","44.8","54.8","油電燃氣業","油電燃氣","-0.22","1.56","1.62","36","0.03"
"1065",="2752","豆府","02/02","205","54.7","觀光餐旅","觀光","-0.49","0.49","0.62","3","0.01"
"1066",="3310","佳穎","02/02","73","54.7","電子零組件業","電子零組件","-1.08","2.17","3.78","52","0.07"
"1067",="1760","寶齡富錦","02/02","63.7","54.6","生技醫療業","生物科技,醫藥產業–新藥研發,醫藥產業","-2.3","2.15","10.8","168","0.2"
"1068","00663L","國泰臺灣加權正2","02/02","55.85","54.5","槓桿及反向型ETF","槓桿及反向型ETF","-4.12","3.43","941","16,844","17.2"
"1069",="9946","三發地產","02/02","16.7","54.5","建材營造業","建材營造","-0.6","3.57","3.9","235","0.07"
"1070",="6776","展碁國際","02/02","59.5","54.5","電子通路業","資訊通路","-5.25","10.4","569","9,012","9.84"
"1071",="2453","凌群","02/02","54.3","54.3","資訊服務業","軟體業–系統整合","-2.86","2.15","32.2","588","0.59"
"1072",="5285","界霖","02/02","53.1","54.2","半導體業","半導體–IC製造,半導體–導線架","-2.03","2.4","17.4","329","0.32"
"1073",="8227","巨有科技","02/02","136.5","54","半導體業","半導體–IC設計","-3.87","3.87","119","869","2.2"
"1074",="6894","衛司特","02/02","226","53.8","綠能環保","櫃綠能環保","-1.09","2.41","27.8","123","0.52"
"1075",="3188","鑫龍騰","02/02","28.7","53.5","建材營造業","建材營造","-1.2","1.72","3.73","130","0.07"
"1076",="009815","大華美國MAG7+","02/02","9.94","53.4","國外成分股ETF","國外成分股ETF","-0.8","0.9","386","38,732","7.21"
"1077",="1616","億泰","02/02","27.5","53.4","電器電纜","電器電纜","-4.84","4.84","38.4","1,387","0.71"
"1078",="4303","信立","02/02","56.4","53.4","塑膠工業","塑膠","-2.76","2.93","43.5","766","0.81"
"1079",="1583","程泰","02/02","48.6","53.2","電機機械","電機機械","-1.02","2.65","0.68","14","0.01"
"1080",="6523","達爾膚","02/02","118","53.2","生技醫療業","生物科技,食品生產–保健食品,醫藥產業–保健食品","+0.43","0.43","5.07","43","0.1"
"1081",="6203","海韻電","02/02","64.4","53.1","電子零組件業","電子零組件–電源供應器","-0.62","1.39","10.4","162","0.2"
"1082",="00896","中信綠能及電動車","02/02","20.39","52.9","國內成分股ETF","國內成分股ETF","-2.35","1.92","72","3,529","1.36"
"1083",="5520","力泰","02/02","88.1","52.8","建材營造業","水泥–預拌混凝土","-0.56","0.45","0.79","9","0.02"
"1084",="4974","亞泰","02/02","72.8","52.8","電子零組件業","消費性電子產品–數位相機","-4.59","5.24","33.6","457","0.63"
"1085",="3552","同致","02/02","53.9","52.8","其他電子業","其他電子","-4.43","4.43","15.5","286","0.29"
"1086",="6756","威鋒電子","02/02","75.5","52.8","半導體業","半導體–IC設計","-3.45","6.01","15.6","207","0.3"
"1087",="1109","信大","02/02","15.45","52.7","水泥工業","水泥–水泥生產,水泥–水泥製品,水泥–預拌混凝土","0","0.97","2.03","132","0.04"
"1088",="4942","嘉彰","02/02","37","52.7","光電業","光電","-1.6","2.26","9.09","246","0.17"
"1089","00981D","主動中信非投等債","02/02","10.55","52.6","主動式債券ETF","主動式債券ETF","+0.67","0.57","127","12,090","2.42"
"1090",="8482","商億-KY","02/02","48.8","52.4","居家生活","其他","+1.35","3.43","0.19","4","0"
"1091",="4510","高鋒","02/02","47.95","52.2","電機機械","電機機械","-2.54","8.54","180","3,746","3.44"
"1092",="2012","春雨","02/02","17.25","52.1","鋼鐵工業","鋼鐵","-1.15","2.29","2.09","120","0.04"
"1093",="5283","禾聯碩","02/02","59.4","52","電器電纜","電器電纜","-2.14","1.98","5.31","89","0.1"
"1094",="8105","凌巨","02/02","11.75","51.9","光電業","面板業","-1.26","2.94","27.8","2,355","0.53"
"1095",="1727","中華化","02/02","41.35","51.8","化學工業","化工","-4.72","4.84","116","2,794","2.23"
"1096",="3257","虹冠電","02/02","64.9","51.8","半導體業","半導體–IC設計","-1.82","2.57","31.6","487","0.61"
"1097",="6015","宏遠證","02/02","13.2","51.7","證券業","金融","-6.38","8.87","86.8","6,495","1.66"
"1098",="2413","環科","02/02","40.5","51.6","電子零組件業","電子零組件–電源供應器","+2.02","8.31","162","4,000","3.14"
"1099",="6435","大中","02/02","137.5","51.5","半導體業","半導體–IC設計","-1.43","3.94","64.7","477","1.27"
"1100",="1217","愛之味","02/02","10.4","51.4","食品工業","食品生產–食品加工,飲料類–乳品,飲料類–飲料生產","-1.89","2.36","8.33","797","0.16"
"1101",="4540","全球傳動","02/02","45.7","51.2","電機機械","電機機械","-4.49","4.18","98.6","2,144","1.91"
"1102",="5206","坤悅","02/02","29.85","51.2","建材營造業","建材營造","0","1.84","0.36","12","0.01"
"1103",="6761","穩得","02/02","146","51","電子零組件業","櫃電子零組件","+2.82","7.75","136","943","2.7"
"1104",="4935","茂林-KY","02/02","39.45","50.8","光電業","光電","-1.38","1.12","3.68","93","0.07"
"1105","00673R","期元大S&P原油反1","02/02","26.13","50.8","槓桿及反向型期貨ETF","槓桿及反向型期貨ETF","+3.57","2.1","458","17,713","9.1"
"1106",="2429","銘旺科","02/02","59.4","50.8","光電業","印刷電路板 (PCB)","-3.57","6.17","42.4","712","0.83"
"1107",="3716","中化控股","02/02","33.7","50.5","生技醫療業","生技","-0.88","0.88","2.67","79","0.05"
"1108",="6913","鴻呈","02/02","115","50.4","電子零組件業","櫃電子零組件","-0.43","3.03","25","222","0.51"
"1109",="1784","訊聯","02/02","94.8","50.4","生技醫療業","生物科技","-1.66","2.59","27.4","289","0.54"
"1110","9941A","裕融甲特","02/02","50.3","50.3","其他業","其他業","0","0.2","1.81","36","0.04"
"1111",="1316","上曜","02/02","13.7","50.3","建材營造業","建材營造","-1.44","2.16","24.4","1,774","0.48"
"1112",="2342","茂矽","02/02","31.8","50.1","半導體業","半導體–IC製造,半導體–晶圓代工","-3.34","3.95","74.7","2,360","1.5"
"1113",="8416","實威","02/02","177.5","50.1","資訊服務業","軟體業–系統整合,軟體業","-1.93","2.49","3.74","21","0.07"
"1114",="3530","晶相光","02/02","64.4","49.9","半導體業","半導體–IC設計","-2.57","1.97","25.1","392","0.51"
"1115","00985B","群益ESG投等債0-5","02/02","10.4","49.9","債券ETF","債券ETF","+0.87","0.68","217","20,891","4.36"
"1116",="6625","必應","02/02","86","49.9","其他業","其他","+2.99","3.95","29.6","350","0.6"
"1117",="4909","新復興","02/02","53.4","49.9","通信網路業","通信網路","-5.49","5.66","77.6","1,432","1.53"
"1118","00750B","凱基科技債10+","02/02","33.75","49.8","債券ETF","債券ETF","+1.2","0","3.38","100","0.07"
"1119",="8446","華研","02/02","94","49.7","文化創意業","文化創意","+0.21","0.85","9.93","106","0.2"
"1120","2887Z1","台新新光己特","02/02","16.55","49.6","金控業","金控業","0","0.6","5.37","325","0.11"
"1121",="6265","方土昶","02/02","42","49.6","電子通路業","半導體–DRAM製造","-8.79","11.7","630","14,377","12.2"
"1122",="2427","三商電","02/02","25.15","49.6","資訊服務業","軟體業–系統整合","-1.18","0.98","14.8","590","0.3"
"1123",="00947","台新臺灣IC設計","02/02","23.31","49.5","國內成分股ETF","國內成分股ETF","-6.27","3.78","804","34,221","16.1"
"1124",="6221","晉泰","02/02","29.35","49.5","資訊服務業","軟體業–系統整合","-1.18","2.36","4.96","170","0.1"
"1125",="6124","業強","02/02","27.1","49.5","電子零組件業","電子零組件","-2.52","2.7","0.9","33","0.02"
"1126",="1447","力鵬","02/02","5.41","49.2","紡織纖維","紡織纖維","-1.99","3.62","3.78","696","0.08"
"1127",="3555","博士旺","02/02","123","49.2","半導體業","半導體–IC設計,生物科技","+9.82","6.25","241","2,005","5.01"
"1128",="1528","恩德","02/02","25.7","49.2","電機機械","電機機械","-7.72","6.1","72.3","2,751","1.44"
"1129",="1725","元禎","02/02","27","49.1","化學工業","化工","-2.88","3.6","1.66","61","0.03"
"1130",="2701","萬企","02/02","10.9","49","觀光餐旅","觀光","-1.36","1.36","1.12","102","0.02"
"1131","6592B","和潤企業乙特","02/02","97.9","49","其他業","其他業","0","0","0","0","0"
"1132",="4907","富宇","02/02","41.4","48.9","建材營造業","建材營造","+0.98","2.2","1.85","45","0.04"
"1133",="2465","麗臺","02/02","52","48.9","電腦及週邊設備業","3C周邊產品","-3.53","5.57","15.2","293","0.31"
"1134",="2030","彰源","02/02","17.4","48.8","鋼鐵工業","鋼鐵","-0.57","6","71.8","4,107","1.46"
"1135","6592A","和潤企業甲特","02/02","97.6","48.8","其他業","其他業","0","0","0","0","0"
"1136",="3294","英濟","02/02","36.95","48.8","電子零組件業","電子零組件","-3.52","2.35","58.1","1,574","1.19"
"1137",="6020","大展證","02/02","19.25","48.6","證券業","金融","0","0.78","0.17","9","0"
"1138",="6690","安碁資訊","02/02","161.5","48.4","數位雲端","軟體業–系統整合","-0.92","3.99","9.71","60","0.2"
"1139",="5209","新鼎","02/02","170","48.3","其他業","資訊服務","-1.16","1.74","6.3","37","0.13"
"1140",="4113","聯上","02/02","20.9","48.3","建材營造業","建材營造","-3.46","4.16","3.73","175","0.08"
"1141",="00904","新光臺灣半導體30","02/02","26.93","48.2","國內成分股ETF","國內成分股ETF","-3.51","2.62","205","7,607","4.25"
"1142",="6733","博晟生醫","02/02","35.8","48.1","生技醫療業","櫃生技","-1.65","2.75","8.89","248","0.18"
"1143",="3266","昇陽","02/02","13.65","48.1","建材營造業","建材營造","-1.8","1.44","0.8","58","0.02"
"1144",="4721","美琪瑪","02/02","64.1","48.1","化學工業","化工","-2.58","1.98","28.8","449","0.6"
"1145",="6111","大宇資","02/02","44.05","48.1","文化創意業","文化創意","-0.79","1.91","19.1","432","0.4"
"1146",="8074","鉅橡","02/02","59.1","47.9","電子零組件業","印刷電路板 (PCB)","-6.34","6.18","246","4,106","5.07"
"1147",="6201","亞弘電","02/02","53.6","47.8","其他電子業","消費性電子產品","-1.65","1.28","2.75","51","0.06"
"1148",="6426","統新","02/02","124","47.8","通信網路業","通信網路–光通訊,通信網路–網路設備","+1.22","6.94","2,096","16,854","43.8"
"1149",="1457","宜進","02/02","15.05","47.7","紡織纖維","紡織纖維","-1.31","1.97","1.62","107","0.03"
"1150",="3543","州巧","02/02","43.05","47.5","光電業","光電","-2.93","5.86","104","2,366","2.15"
"1151",="00770","國泰北美科技","02/02","53.05","47.5","國外成分股ETF","國外成分股ETF","-2.3","1.57","58.8","1,107","1.24"
"1152",="2538","基泰","02/02","10.65","47.4","建材營造業","建材營造","-1.39","1.39","1.89","177","0.04"
"1153","00848B","中信新興亞洲債","02/02","34.74","47.3","債券ETF","債券ETF","+0.96","0.55","7.38","213","0.16"
"1154",="1464","得力","02/02","11.1","47.2","紡織纖維","紡織纖維","-1.33","1.78","4.54","409","0.1"
"1155",="5523","豐謙","02/02","30.45","47.2","建材營造業","建材營造","0","0","0.09","3","0"
"1156",="1527","鑽全","02/02","34.05","47.2","電機機械","電機機械","-0.44","1.46","5.53","164","0.12"
"1157",="1515","力山","02/02","26","47.2","電機機械","電機機械","-2.07","3.58","13.4","519","0.29"
"1158",="6126","信音","02/02","36.9","47.2","電子零組件業","電子零組件–連接器","-3.15","4.59","125","3,403","2.66"
"1159","00665L","富邦恒生國企正2","02/02","10.97","47.2","槓桿及反向型ETF","槓桿及反向型ETF","-6.24","5.56","496","44,367","10.3"
"1160",="6170","統振","02/02","48.4","47.1","通信網路業","手機相關","-0.82","1.02","14.2","293","0.3"
"1161",="009811","統一美國50","02/02","11.63","47","國外成分股ETF","國外成分股ETF","-0.17","1.12","90.4","7,753","1.92"
"1162",="7738","東聯互動","02/02","171.5","46.9","數位雲端","興數位雲端","-0.29","3.49","5.23","31","0.11"
"1163",="1310","台苯","02/02","8.85","46.7","塑膠工業","塑膠","-0.67","2.47","21.1","2,411","0.46"
"1164",="8442","威宏-KY","02/02","69.1","46.6","其他業","其他","-0.72","1.29","3.88","56","0.08"
"1165",="6629","泰金-KY","02/02","121.5","46.6","居家生活","其他","-5.08","4.69","2.78","23","0.06"
"1166",="6859","伯特光","02/02","112","46.6","光電業","消費性電子產品–數位相機","+6.67","6.67","23.7","212","0.51"
"1167",="6720","久昌","02/02","154.5","46.5","半導體業","半導體–IC設計","-3.13","5.02","19.2","125","0.42"
"1168",="6417","韋僑","02/02","109.5","46.3","通信網路業","通信網路","+1.39","2.78","8.29","77","0.18"
"1169",="2007","燁興","02/02","8.72","46.3","鋼鐵工業","鋼鐵","-3.43","4.76","14.5","1,650","0.31"
"1170",="00910","第一金太空衛星","02/02","55.75","46.2","國外成分股ETF","國外成分股ETF","-3.55","3.29","300","5,367","6.47"
"1171",="8383","千附","02/02","40.5","46.1","半導體業","半導體–IC製造","-0.98","1.47","9.8","243","0.21"
"1172",="1219","福壽","02/02","13.5","46.1","食品工業","食品生產–食品加工,食品生產–寵物食品,食品原料–小麥、麵粉,食品原料–玉米,食品原料–食用油,食品原料–黃豆,食品原料–飼料","-0.37","1.48","4.36","325","0.1"
"1173",="3388","崇越電","02/02","62.2","46.1","電子零組件業","電子零組件","-0.16","0.8","2.6","42","0.06"
"1174",="6870","騰雲","02/02","197","46","數位雲端","櫃電子商務","-1.5","4","15.1","78","0.33"
"1175",="1455","集盛","02/02","8.65","46","紡織纖維","紡織纖維","-2.48","1.8","8.15","937","0.18"
"1176",="4163","鐿鈦","02/02","92.5","46","生技醫療業","生技醫療","-0.43","1.29","0.65","7","0.01"
"1177",="1309","台達化","02/02","11.55","45.9","塑膠工業","塑膠","-5.33","5.74","23.5","2,000","0.5"
"1178",="1472","三洋實業","02/02","87.2","45.8","建材營造業","紡織纖維","+0.35","0.58","3.13","36","0.07"
"1179",="1525","江申","02/02","62.3","45.7","汽車工業","汽車","-3.41","1.86","2.13","34","0.05"
"1180",="00876","元大全球5G","02/02","58.15","45.7","國外成分股ETF","國外成分股ETF","-2.51","2.18","24","410","0.52"
"1181",="4933","友輝","02/02","55.3","45.5","光電業","光電","-1.6","1.78","10.1","182","0.22"
"1182",="1460","宏遠","02/02","6.55","45.5","紡織纖維","紡織纖維","-1.5","3.01","3.5","537","0.08"
"1183",="00902","中信電池及儲能","02/02","13.82","45.3","國外成分股ETF","國外成分股ETF","-2.74","2.04","54.7","3,926","1.2"
"1184",="6101","寬魚國際","02/02","39.5","45.3","文化創意業","文化創意","0","0.89","1.46","37","0.03"
"1185",="006205","富邦上証","02/02","40.26","45.1","國外成分股ETF","國外成分股ETF","-1.59","1.37","64.4","1,585","1.42"
"1186",="6727","亞泰金屬","02/02","167.5","45","電子零組件業","櫃電子零組件","-3.18","4.05","46","274","1.02"
"1187",="3338","泰碩","02/02","51.1","44.9","電子零組件業","電子零組件","+0.39","4.72","20.5","401","0.46"
"1188",="6485","點序","02/02","98.6","44.7","半導體業","半導體–IC設計","-9.95","6.76","345","3,434","7.58"
"1189",="6198","瑞築","02/02","26.05","44.6","建材營造業","半導體","-0.19","2.3","0.52","20","0.01"
"1190",="3528","安馳","02/02","67","44.6","電子通路業","電子通路","-2.76","3.34","15.8","237","0.36"
"1191",="5328","華容","02/02","25.85","44.6","電子零組件業","被動元件","-5.48","4.02","62","2,369","1.37"
"1192",="00762","元大全球AI","02/02","83.8","44.6","國外成分股ETF","國外成分股ETF","-3.23","1.85","55.2","655","1.23"
"1193",="3207","耀勝","02/02","67.1","44.6","電子零組件業","電子零組件","-4.01","4.15","33.8","495","0.75"
"1194",="3176","基亞","02/02","31.95","44.5","生技醫療業","生物科技,食品生產–保健食品,醫藥產業–保健食品","-2.44","2.9","7.82","242","0.17"
"1195",="2601","益航","02/02","5.39","44.5","貿易百貨業","航運–海運,航運–散裝海運","-2.36","2.54","11.7","2,147","0.26"
"1196",="4590","富田-創","02/02","81","44.4","電機機械","興電機","-7.64","7.87","42.5","517","0.94"
"1197",="6266","泰詠","02/02","28.85","44.4","電子零組件業","電子零組件","-1.2","1.2","8.41","291","0.19"
"1198",="8040","九暘","02/02","46","44.4","半導體業","半導體–IC設計","-3.66","2.62","15.7","339","0.35"
"1199",="7556","意德士","02/02","162","44.3","半導體業","櫃半導體","-1.52","2.74","10","62","0.23"
"1200",="6887","寶綠特-KY","02/02","59.7","44.2","綠能環保","綠能環保","-1.49","1.49","1.07","18","0.02"
"1201",="6155","鈞寶","02/02","50.2","44.2","電子零組件業","被動元件","-9.39","8.84","121","2,361","2.68"
"1202",="020025","統一亞洲半導體N","02/02","22.09","44.2","ETN","國外成分ETN","-5.27","5.02","20.9","928","0.46"
"1203",="3060","銘異","02/02","31.9","43.9","電腦及週邊設備業","3C周邊產品","-9.89","5.93","349","10,740","7.81"
"1204",="5489","彩富","02/02","42.45","43.6","其他電子業","消費性電子產品–監控系統","-1.16","3.03","4.33","102","0.1"
"1205",="2062","橋椿","02/02","21.8","43.6","居家生活","其他","-1.36","2.71","4.77","219","0.11"
"1206",="5706","鳳凰","02/02","51.3","43.6","觀光餐旅","觀光","+1.79","3.57","22.6","443","0.52"
"1207",="5452","佶優","02/02","29.2","43.4","其他電子業","其他電子","-0.68","4.42","43.7","1,490","1"
"1208","00853B","統一美債10年Aa-A","02/02","28.33","43.4","債券ETF","債券ETF","+1.18","0.96","32.5","1,149","0.75"
"1209",="00861","元大全球未來通訊","02/02","60.3","43.4","國外成分股ETF","國外成分股ETF","-1.71","1.39","7.55","125","0.17"
"1210",="3546","宇峻","02/02","74.2","43.4","文化創意業","文化創意","-0.8","2.14","16.6","224","0.38"
"1211",="4417","金洲","02/02","51.6","43.3","紡織纖維","紡織纖維","-0.58","1.16","3.51","68","0.08"
"1212",="00877","復華中國5G","02/02","27.02","43.3","國外成分股ETF","國外成分股ETF","-1.42","2.81","122","4,464","2.78"
"1213",="3219","倚強科","02/02","60.7","43.3","其他電子業","半導體","-2.41","3.05","15.2","250","0.35"
"1214",="6657","華安","02/02","48.8","43.3","生技醫療業","醫藥產業","-4.5","5.58","42","846","0.95"
"1215",="4130","健亞","02/02","31.35","43.2","生技醫療業","醫藥產業","+3.29","5.44","37.5","1,201","0.87"
"1216",="6955","邦睿生技-創","02/02","174","43.2","生技醫療業","創新板","-0.29","6.02","4.04","24","0.1"
"1217",="5465","富驊","02/02","29.2","43.1","電腦及週邊設備業","電子零組件–電源供應器,電子零組件–機殼","-2.18","1.01","5.28","180","0.12"
"1218",="7402","邑錡","02/02","122","43","光電業","光電","-7.22","7.98","141","1,128","3.2"
"1219",="4569","六方科-KY","02/02","140","42.8","汽車工業","汽車","-3.11","4.15","3.67","26","0.08"
"1220",="3290","東浦","02/02","47.4","42.8","電子零組件業","電子零組件","-3.56","3.76","32.6","677","0.75"
"1221",="2484","希華","02/02","26.8","42.7","電子零組件業","電子零組件","-4.29","3.39","62","2,295","1.44"
"1222",="6752","叡揚","02/02","115","42.7","資訊服務業","軟體業–系統整合","-1.29","1.72","6.87","60","0.16"
"1223",="6568","宏觀","02/02","138","42.5","半導體業","半導體–IC設計","-6.44","9.83","172","1,235","4.01"
"1224",="6220","岳豐","02/02","29.05","42.5","電子零組件業","電子零組件","+3.01","6.38","67.1","2,306","1.57"
"1225",="2748","雲品","02/02","40.2","42.5","觀光餐旅","觀光","+0.12","2.24","5.19","130","0.12"
"1226",="6922","宸曜","02/02","156.5","42.5","電腦及週邊設備業","戰略新板","-2.19","2.5","3.44","22","0.08"
"1227",="6838","台新藥","02/02","28.1","42.4","生技醫療業","醫藥產業","-1.06","2.11","5.07","180","0.12"
"1228",="8905","裕國","02/02","35.5","42.4","其他業","食品生產–肉品加工","+1.14","3.85","46.4","1,284","1.08"
"1229",="4952","凌通","02/02","38.95","42.4","半導體業","半導體–IC設計","-3.83","4.81","13.3","342","0.31"
"1230",="2755","揚秦","02/02","114.5","42.4","觀光餐旅","櫃觀光","+1.33","2.21","4.07","36","0.1"
"1231",="2718","全心投控","02/02","48.3","42.3","建材營造業","觀光","-1.43","2.24","4.24","88","0.1"
"1232",="6577","勁豐","02/02","70.3","42.2","電腦及週邊設備業","電腦及週邊設備","-0.57","2.12","2.61","37","0.06"
"1233",="00858","永豐美國500大","02/02","32.51","42.2","國外成分股ETF","國外成分股ETF","-0.64","0.83","57.3","1,759","1.35"
"1234",="3303","岱稜","02/02","44.8","42.2","其他電子業","其他電子","-1.54","3.19","8.62","193","0.21"
"1235",="6928","攸泰科技","02/02","49","42.1","電腦及週邊設備業","電腦週邊","-2.97","5.25","8.07","164","0.19"
"1236",="6208","日揚","02/02","44.6","42.1","半導體業","半導體–IC製造","+0.45","2.25","4.04","91","0.1"
"1237",="3317","尼克森","02/02","46.8","42.1","半導體業","半導體–IC設計","-4.1","3.79","36.5","774","0.86"
"1238",="00894","中信小資高價30","02/02","30.05","42.1","國內成分股ETF","國內成分股ETF","-1.93","1.44","82.5","2,751","1.96"
"1239",="4976","佳凌","02/02","29.75","42.1","光電業","消費性電子產品–數位相機","-2.78","3.27","23.3","778","0.55"
"1240",="5604","中連","02/02","38.65","42","其他業","航運業","+0.65","1.3","3.02","78","0.07"
"1241",="6603","富強鑫","02/02","25.1","42","電機機械","電機機械","-5.46","7.16","92.2","3,596","2.15"
"1242",="8147","正淩","02/02","101.5","42","電子零組件業","電子零組件–連接器","+1.5","3.5","9.68","97","0.23"
"1243",="1459","聯發","02/02","11.7","42","紡織纖維","紡織纖維","-1.27","2.11","1.48","126","0.04"
"1244",="6728","上洋","02/02","139","41.9","居家生活","櫃貿易百貨","-0.36","2.87","6.62","48","0.16"
"1245",="6477","安集","02/02","33.8","41.8","光電業","光電","-1.46","3.5","27.1","795","0.64"
"1246",="6168","宏齊","02/02","20.25","41.7","光電業","LED","-2.17","1.93","22.5","1,115","0.54"
"1247",="6205","詮欣","02/02","50.7","41.7","電子零組件業","電子零組件–連接器","-0.78","6.26","25.8","513","0.62"
"1248",="6207","雷科","02/02","52.1","41.5","電子零組件業","被動元件","-4.23","5.7","66.3","1,265","1.59"
"1249",="2109","華豐","02/02","14.85","41.5","橡膠工業","橡膠","-0.34","0.67","2.65","179","0.06"
"1250",="5013","強新","02/02","31.05","41.4","鋼鐵工業","鋼鐵","0","0","0","0","0"
"1251",="1611","中電","02/02","12.8","41.3","電器電纜","電器電纜","-1.92","1.53","6.43","502","0.16"
"1252",="7810","捷創科技","02/02","204","41.3","半導體業","興半導體","-4.45","8.2","35.8","175","0.86"
